PRICE_ID,PRICE_SOURCE_ID,MATERIAL_ID,PLANT_ID,VENDOR_ID,PURCHASING_GROUP,PURCHASING_DOCUMENT,LOCAL_CONTENT,PROJECT_ID,CUSTOMER_ID,VALID_FROM,VALID_TO,VALID_FROM_QUANTITY,VALID_TO_QUANTITY,PRICE_FIXED_PORTION,PRICE_VARIABLE_PORTION,TRANSACTION_CURRENCY_ID,PRICE_UNIT,PRICE_UNIT_UOM_ID,IS_PRICE_SPLIT_ACTIVE,IS_PREFERRED_VENDOR,_VALID_FROM,_VALID_TO,_SOURCE,_CREATED_BY,_VALID_FROM_FIRST_VERSION,_CREATED_BY_FIRST_VERSION
100000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-210,#PT2,*,,,,*,*,2015-01-01,2999-12-31,1,,0,40,EUR,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
110000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-310,#PT2,*,,,,*,*,2015-01-01,2999-12-31,1,,0,6,EUR,10,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
120000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-110,#PT4,*,,,,*,*,2015-01-01,2999-12-31,1,,0,10,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
130000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-120,#PT4,*,,,,*,*,2015-01-01,2999-12-31,1,,0,10,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
140000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-130,#PT4,*,,,,*,*,2015-01-01,2999-12-31,1,,0,10,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
150000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-210,#PT4,*,,,,*,*,2015-01-01,2999-12-31,1,,0,20,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
160000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-310,#PT4,*,,,,*,*,2015-01-01,2999-12-31,1,,0,3,USD,10,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
170000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-110,#PT5,*,,,,*,*,2015-01-01,2999-12-31,1,,0,20,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
180000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-120,#PT5,*,,,,*,*,2015-01-01,2015-12-31,1,,0,20,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
190000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-130,#PT5,*,,,,*,*,2015-01-01,2015-12-31,1,,0,20,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1A0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-210,#PT5,*,,,,*,*,2015-01-01,2015-12-31,1,,0,40,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1B0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-310,#PT5,*,,,,*,*,2015-01-01,2015-12-31,1,,0,6,USD,10,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1C0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-110,#PT5,*,,,,*,*,2016-01-01,,1,,0,40,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1D0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-120,#PT5,*,,,,*,*,2016-01-01,,1,,0,40,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1E0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-130,#PT5,*,,,,*,*,2016-01-01,,1,,0,40,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1F0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-210,#PT5,*,,,,*,*,2016-01-01,,1,,0,80,USD,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
200000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-310,#PT5,*,,,,*,*,2016-01-01,,1,,0,24,USD,5,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
210000E0E1C25E681600A4009F3F83A2,PLC_VENDOR_PRICE,#100-110,#PT1,#VD1,123,1234,50,*,*,2015-01-01,2017-12-31,1,,0,85.5,EUR,10,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
220000E0E1C25E681600A4009F3F83A2,PLC_VENDOR_PRICE,#100-110,#PT1,#VD2,456,5678,50,*,*,2015-01-01,2017-12-31,1,,0,105.5,USD,10,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
230000E0E1C25E681600A4009F3F83A2,PLC_VENDOR_PRICE,#100-110,#PT1,#VD3,789,5679,80,*,*,2015-01-01,2017-12-31,1,,0,43.5,EUR,5,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
240000E0E1C25E681600A4009F3F83A2,PLC_VENDOR_PRICE,#100-110,#PT1,#VD1,123,5670,50,*,*,2017-06-01,2021-12-31,1,,0,95,EUR,10,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
250000E0E1C25E681600A4009F3F83A2,PLC_VENDOR_PRICE,#100-120,*,*,,,,*,*,2015-01-01,2017-12-31,1,,0,22,EUR,2,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
260000E0E1C25E681600A4009F3F83A2,PLC_CUSTOMER_PRICE,#100-110,#PT1,*,,,,*,#CU4,2016-01-01,2999-12-31,1,,0,9,EUR,1,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
270000E0E1C25E681600A4009F3F83A2,PLC_CUSTOMER_PRICE,#100-120,#PT1,*,,,,*,#CU4,2016-01-01,2999-12-31,1,,0,9,EUR,1,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
280000E0E1C25E681600A4009F3F83A2,PLC_CUSTOMER_PRICE,#100-130,#PT1,*,,,,*,#CU4,2016-01-01,2999-12-31,1,,0,9,EUR,1,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
290000E0E1C25E681600A4009F3F83A2,PLC_CUSTOMER_PRICE,#100-210,#PT1,*,,,,*,#CU4,2016-01-01,2999-12-31,1,,0,18,EUR,1,PC,0,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
2A0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-221,*,*,,,,*,*,2015-01-01,2999-12-31,1,,0,150,EUR,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
2B0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-222,*,*,,,,*,*,2015-01-01,2999-12-31,1,,0,200,EUR,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
2C0000E0E1C25E681600A4009F3F83A2,PLC_STANDARD_PRICE,#100-223,*,*,,,,*,*,2015-01-01,2999-12-31,1,,0,300,EUR,1,PC,0,0,2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
