PATH,BUSINESS_OBJECT,COLUMN_ID,ITEM_CATEGORY_ID,SUBITEM_STATE,IS_MANDATORY,IS_READ_ONLY,IS_TRANSFERABLE,DEFAULT_VALUE,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY
Item.Plant,Plant,PLANT_DESCRIPTION,7,-1,,1,,,,,,
Item.Plant,Plant,PLANT_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,ACCOUNT_ID,0,-1,,,,,,,,
Item,Item,ACCOUNT_ID,1,-1,,,,,,,,
Item,Item,ACCOUNT_ID,2,-1,,,,,,,,
Item,Item,ACCOUNT_ID,3,-1,,,,,,,,
Item,Item,ACCOUNT_ID,4,-1,,,,,,,,
Item,Item,ACCOUNT_ID,5,-1,,,,,,,,
Item,Item,ACCOUNT_ID,6,-1,,,,,,,,
Item,Item,ACCOUNT_ID,7,-1,,,,,,,,
Item,Item,ACCOUNT_ID,8,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,0,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,1,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,2,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,3,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,4,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,5,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,6,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,7,-1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,8,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,0,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,1,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,2,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,3,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,4,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,5,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,6,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,7,-1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,8,-1,,,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,0,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,1,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,2,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,3,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,4,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,5,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,6,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,7,-1,,1,,,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,MATERIAL_TYPE_ID,0,-1,,,,,,,,
Item,Item,MATERIAL_TYPE_ID,1,-1,,,,,,,,
Item,Item,MATERIAL_TYPE_ID,2,-1,,,,,,,,
Item,Item,MATERIAL_TYPE_ID,4,-1,,,,,,,,
Item,Item,MATERIAL_TYPE_ID,6,-1,,,,,,,,
Item,Item,MATERIAL_TYPE_ID,8,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,0,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,1,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,2,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,4,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,6,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,8,-1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,0,-1,,1,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,1,-1,,1,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,2,-1,,1,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,4,-1,,1,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,6,-1,,1,,,,,,
