PRICE_ID,PRICE_SOURCE_ID,CONTROLLING_AREA_ID,COST_CENTER_ID,ACTIVITY_TYPE_ID,PROJECT_ID,CUSTOMER_ID,VALID_FROM,VALID_TO,VALID_FROM_QUANTITY,VALID_TO_QUANTITY,PRICE_FIXED_PORTION,PRICE_VARIABLE_PORTION,TRANSACTION_CURRENCY_ID,PRICE_UNIT,PRICE_UNIT_UOM_ID,IS_PRICE_SPLIT_ACTIVE,_VALID_FROM,_VALID_TO,_SOURCE,_CREATED_BY,_VALID_FROM_FIRST_VERSION,_CREATED_BY_FIRST_VERSION
0C0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,*,*,*,2015-01-01,2015-12-31,1,,120,120,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
0D0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT4,*,*,2015-01-01,2015-12-31,1,,120,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
0E0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT5,*,*,2015-01-01,2015-12-31,1,,60,120,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
0F0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT6,*,*,2015-01-01,2015-12-31,1,,12,6,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
100000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT4,*,*,2015-01-01,2015-12-31,1,,60,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
110000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT5,*,*,2015-01-01,2015-12-31,1,,30,60,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
120000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT6,*,*,2015-01-01,2015-12-31,1,,6,3,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
130000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,*,*,*,2016-01-01,2016-12-31,1,,120,120,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
140000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,*,*,*,2016-01-01,2016-12-31,1,,240,240,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
150000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT4,*,*,2016-01-01,2016-12-31,1,,240,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
160000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT5,*,*,2016-01-01,2016-12-31,1,,120,240,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
170000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT6,*,*,2016-01-01,2016-12-31,1,,24,12,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
180000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT4,*,*,2016-01-01,2016-12-31,1,,120,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
190000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT5,*,*,2016-01-01,2016-12-31,1,,60,120,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1A0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT6,*,*,2016-01-01,2016-12-31,1,,12,6,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1B0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,*,*,*,2017-01-01,,1,,180,180,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1C0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,*,*,*,2017-01-01,,1,,360,360,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1D0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT4,*,*,2017-01-01,,1,,360,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1E0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT5,*,*,2017-01-01,,1,,180,360,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
1F0000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,#CC4,#AT6,*,*,2017-01-01,,1,,36,18,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
200000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT4,*,*,2017-01-01,,1,,180,0,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
210000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT5,*,*,2017-01-01,,1,,90,180,USD,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
220000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,#CA2,*,#AT6,*,*,2017-01-01,,1,,18,9,USD,10,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
230000E0B2BDB9671600A4000936462B,PLC_STANDARD_PRICE,*,*,*,*,*,2014-01-01,2999-12-31,1,,60,110,EUR,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
240000E0B2BDB9671600A4000936462B,PLC_PROJECT_PRICE,#CA1,#CC1,#AT2,#P1,*,2015-01-01,2017-12-31,1,,65,100,EUR,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
250000E0B2BDB9671600A4000936462B,PLC_PLANNED_PRICE,#CA1,#CC1,#AT2,*,*,2015-01-01,2017-12-31,1,,65,90,EUR,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
260000E0B2BDB9671600A4000936462B,PLC_PLANNED_PRICE,#CA1,#CC1,*,*,*,2015-01-01,2017-12-31,1,,65,95,EUR,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
270000E0B2BDB9671600A4000936462B,PLC_PLANNED_PRICE,#CA1,#CC1,#AT2,*,*,2017-01-01,2019-12-31,1,,65,55,EUR,30,MIN,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
280000E0B2BDB9671600A4000936462B,PLC_CUSTOMER_PRICE,#CA1,#CC1,#AT2,*,#CU4,2015-01-01,2999-12-31,1,,50,100,EUR,1,H,0, 2000-01-01 00:00:00.0000000,,1,#CONTROLLER,2000-01-01 00:00:00.0000000,#CONTROLLER
